class,class_name,title,description
1,World,Bush Considering Tougher Syria Sanctions-Officials (Reuters),"Reuters - The Bush administration is\considering tightening U.S. economic sanctions on Syria to put\pressure on Damascus to pull its troops out of Lebanon and\crack down on terrorism, administration officials said on\Friday."
2,Sports,Barca go clear as Real Madrid held at Villarreal,MADRID (AFP) - Barcelona stretched their lead over Real Madrid in the Spanish title chase this weekend as African Player of the Year Samuel Eto #39;o scored twice in a 4-0 win against Malaga.
2,Sports,Patriots' Running Man,Both Corey Dillon and the Patriots are quite happy with the offseason trade that brought the running back from Cincinnati to New England.
3,Business,Greenspan predicts years of oil uncertainty,"The world will be living with volatile oil prices for years to come, but this years price spike should not be serious enough to push the US into a recession, US Federal Reserve Chairman Alan Greenspan said yesterday."
1,World,Israel ends Gaza Strip offensive,It followed the killing of two toddlers in an Israeli town on September 29 by a rocket fired from Gaza. Witnesses said all 200 tanks and armoured vehicles in northern Gaza had withdrawn.
1,World,Al Qaeda Using Militants Against Musharraf," KARACHI (Reuters) - Osama bin Laden's al Qaeda appears to  be using established militant groups and small cells for bloody  attacks in Pakistan aimed at destabilizing President Pervez  Musharraf and thus the wider war on terror, analysts say."
2,Sports,Rain may have fallout,BOSTON -- The Boston Red Sox still trail. The good news for the Red Sox Nation was there was no loss to mourn last night as Game 3 of the American League championship Series was rained out at Fenway Park.
2,Sports,"Geiberger Avoids Bogeys, Leads Greensboro (AP)","AP - Brent Geiberger stayed out of trouble for a change. ""That was probably one of the things holding me back,"" he said. ""I might have three or four birdies and then three or four bogeys. Instead of having a nice round, you have a little sub-par round when everybody else is shooting 3 or 4 under."""
1,World,India's Congress Set to Form Govt in Key State," BOMBAY (Reuters) - India's ruling Congress party won power  in a key state on Saturday after it emerged as the largest  group in elections, the first major political test since its  victory in national polls in May."
3,Business,"Pepsi, Coke updating labels with more nutritional data",No more math required to figure out how many calories are in that 20-ounce bottle of pop. Revised labels will calculate it for you starting next year.
4,Sci/Tech,iTunes Downloads Hit 150-Million Mark,"Apple #39;s iTunes music-download service sold its 150 millionth song on Thursday. The service, launched in April 2003, now is selling more than 4 million tracks a week, Apple says."
4,Sci/Tech,"Google's Desktop Search is valuable, yet creepy (SiliconValley.com)","SiliconValley.com - Google's new Desktop Search software is a muscle car among search engines, racing through personal data stored inside your computer to instantly find things you can't easily locate."
2,Sports,Sadler #39;s game plan: Beat Gordon,"Driver figures if he can finish ahead of 4-time series champion, he has good shot at 2004 title. By Steve Ballard. CONCORD, NC -- Elliott Sadler has looked at the field in the 10-man Chase for the Nextel Cup and worked out a simple formula for winning it."
4,Sci/Tech,Rockstar Games turns on the radio; GTA soundtrack details emerge,Rockstar updates official Grand Theft Auto: San Andreas site with info on the game #39;s soundtrack. Rockstar Games updated the official Grand Theft Auto: San Andreas site with information on the ten radio stations 
1,World,Danielle murder accused remanded,"The family of drive-by shooting victim Danielle Beccan were in court to see the man accused of her murder in the dock. Mark Ontonio Kelly ,20, is accused of killing the 14-year-old as she walked home with "
4,Sci/Tech,Soyuz docks with space station,"A Russian Soyuz spacecraft brought a new crew to the International Space Station Saturday morning, the Interfax news agency reported."
4,Sci/Tech,Fines and Jail Used to Enforce Flu Shot Rules,"As the flu vaccine shortage hits home and long lines queue around the supermarket, a handful of states and the nation's capital are threatening doctors and nurses with fines or even jail if they give flu shots to healthy, low-risk people."
3,Business,Judge Clears Way for Pay Cuts at US Airways,US Airways employees are earning less. A federal bankruptcy judge has given the troubled airline permission to cut the pay off its union employees by 21 percent immediately.
2,Sports,"Canas, Lopez advance to CA Trophy final",Guillermo Canas of Argentina will play Feliciano Lopez of Spain in the final of the CA Trophy after straight sets victories Saturday.
1,World,UPI NewsTrack TopNews,"A UN official calls for more aid for Sudan #39;s Darfur region, saying that 70,000 people have died there since March and the toll is rising by 10,000 every month."
1,World,Clubs to Be Named for Socialite Hilton,"ORLANDO, Fla. - Paris Hilton knows something about nightclubs, so it makes sense the hotel heiress is the inspiration for a handful of clubs that will bear her name..."
2,Sports,Trainer Says Bonds Took Undetectable Drug: Report," SAN FRANCISCO (Reuters) - Baseball star Barry Bonds took an  undetectable performance-enhancing drug during the 2003 season,  his weight trainer said on a secretly recorded tape, The San  Francisco Chronicle reported Saturday."
2,Sports,"No. 2 Oklahoma 31, Kansas St. 21","_ Jason White threw for four touchdowns as Oklahoma overcame its own mistakes to beat Kansas State 31-to-21 today. Freshman star Adrian Peterson added 130 yards rushing, with all 26 of those coming in the second half."
1,World,Exam board clears Harry,"London, Oct. 16: Prince Harry was cleared yesterday of cheating in his art A-level by the examination board that set and marked his papers."
2,Sports,Stifling Blues add to United worries,Manchester United manager Sir Alex Ferguson flooded the pitch with strikers in a bid to steal a victory that he hoped would prevent Arsenal and Chelsea disappearing over the Premiership horizon.
2,Sports,White in Heisman Form,"Jason White throws four touchdowns and No. 2 Oklahoma overcomes its own mistakes to beat Kansas State, 31-21, on Saturday."
3,Business,UK bankers face Enron fraud trial,Three former bankers with the UK #39;s NatWest bank were told on Friday that they should be extradited to the US to face fraud charges connected to the collapsed energy company Enron.
2,Sports,NBA Game Summary - Detroit At Miami,"Little Rock, AR -- Dwyane Wade scored 20 points, including eight in the decisive third quarter, to lead the Miami Heat to an 83-74 win over the Detroit Pistons, 83-74, in preseason action."
1,World,Weight ops linked to nerve damage,"A significant number of patients who have their stomachs stapled develop nerve damage in their extremities, research has found."
1,World,Israel Says Gaza Incursion Was a Success (AP),AP - Israel's military said Saturday that its 17-day incursion into the northern Gaza Strip struck a heavy blow against Palestinian militants routinely firing makeshift rockets into the country's southern region.
3,Business,Netflix stock drops 41 percent,"Investors hit the rewind button on Netflix Inc. shares Friday, sending the DVD rental company #39;s stock down 41 percent amid an intensifying price war."
4,Sci/Tech,NE researchers say spruce damage echoes effects of acid rain,"Red spruce trees in New England and upstate New York suffered severe damage last winter, University of Vermont researchers have found."
1,World,Political correctness gone mad,The decision by the European Parliament #39;s Civil Liberties Committee to reject the nomination of Rocco Buttiglione as European Commissioner for Justice and Security over his comments on homosexuality and marriage is very unfortunate.
1,World,Two engines recently replaced on cargo jet,"HALIFAX -- The cargo jet that crashed in flames off the end of a Halifax International Airport runway last week had two engines replaced in the weeks leading up to the accident, investigators revealed yesterday."
1,World,Radicalism takes root with Moroccans,"CASABLANCA, Morocco -- In the aftermath of Morocco's worst-ever terrorist attacks in May 2003, King Mohammed VI lifted the hopes of his most impoverished subjects last year when he toured Casablanca's sprawling slums, home to a dozen suicide bombers who had blasted targets across the city. The monarch said he was appalled at the conditions and vowed to raze the ..."
